District,Beds,Nursing_Center,Pop,GDP,GDPpc,Province,Year,Lagged_Beds,Poorer
Suileng County,0.07,4,33.13,54.1,16329.61062,Heilongjing,2012,0.06,0
Jidong County,0.09,10,29.25,111.01,37952.13675,Heilongjing,2012,0.08,0
Muleng City,0.08,6,29.12,147.07,50504.80769,Heilongjing,2012,0.06,0
Fangzheng County,0.09,3,23.13,48.72,21063.55383,Heilongjing,2012,0.08,0
Youyi County,0.12,9,12.4,42.56,34322.58065,Heilongjing,2012,0.11,0
Tonghe County,0.08,4,25.48,52.09,20443.48509,Heilongjing,2012,0.08,0
Hulin City,0.1,2,28.81,63.99,22211.03783,Heilongjing,2012,0.1,0
Tongjiang City,0.04,4,17.99,40.88,22723.73541,Heilongjing,2012,0.04,0
Wangkui County,0.12,4,47.27,63.9,13518.08758,Heilongjing,2012,0.1,0
Mulan County,0.08,4,27.42,60.04,21896.42597,Heilongjing,2012,0.07,0
Zhaoyuan County,0.09,8,47.59,140.09,29436.85648,Heilongjing,2012,0.09,0
Hua'nan County,0.11,22,44.88,83.69,18647.50446,Heilongjing,2012,0.11,0
Mingshui County,0.07,15,36.85,40.82,11077.34057,Heilongjing,2012,0.07,0
Yanshou County,0.06,7,27,49.78,18437.03704,Heilongjing,2012,0.05,0
Tangyuan County,0.08,15,26.46,66.43,25105.82011,Heilongjing,2012,0.08,0
Qinggang County,0.12,4,50.02,41.95,8386.645342,Heilongjing,2012,0.09,0
Zhaozhou County,0.09,8,46.6,155.09,33281.11588,Heilongjing,2012,0.07,0
Gannan County,0.07,10,39.14,50.99,13027.59325,Heilongjing,2012,0.06,0
Nenjiang County,0.08,4,50.38,155.76,30917.03057,Heilongjing,2012,0.14,0
Tailai County,0.07,8,31.93,40.77,12768.55622,Heilongjing,2012,0.07,0
Linkou County,0.11,8,37.11,84.45,22756.66936,Heilongjing,2012,0.06,0
Bayan County,0.11,11,70.71,124.54,17612.78461,Heilongjing,2012,0.11,0
Anda City,0.14,29,48.86,335.07,68577.56856,Heilongjing,2012,0.14,0
Tieli City,0.13,21,37.18,66.97,18012.37224,Heilongjing,2012,0.13,0
Mishan City,0.1,17,42.35,97.11,22930.34238,Heilongjing,2012,0.11,0
Hailun City,0.12,5,84.02,97.73,11631.75434,Heilongjing,2012,0.12,0
Fujin City,0.09,6,47.33,125.85,26589.9007,Heilongjing,2012,0.08,0
Ning'an City,0.1,16,43.47,153.55,35323.21141,Heilongjing,2012,0.1,0
Longjiang County,0.16,8,60.19,83.76,13915.93288,Heilongjing,2012,0.12,0
Shuangcheng City,0.15,9,82.25,370.33,45024.92401,Heilongjing,2012,0.15,0
Nahe City,0.08,15,73.04,108.14,14805.58598,Heilongjing,2012,0.08,0
Bin County,0.13,24,62.85,214.45,34120.92283,Heilongjing,2012,0.13,0
Lanxi County,0.07,1,53.79,41.02,7625.952779,Heilongjing,2012,0.06,0
Zhaodong City,0.18,32,94.05,446.19,47441.78628,Heilongjing,2012,0.17,0
Baiquan County,0.07,6,58.26,71.95,12349.81119,Heilongjing,2012,0.03,0
Yi'an County,0.07,16,49.41,58.45,11829.58915,Heilongjing,2012,0.06,0
Wuchang City,0.19,41,100.66,278.43,27660.44109,Heilongjing,2012,0.16,0
Sunwu County,0.03,,10.48,11.75,11211.83206,Heilongjing,2012,0.03,0
Xunke County,0.02,,10.35,21,20289.85507,Heilongjing,2012,0.02,0
Gucheng County,0.19,1,59.31,204.71,34515.25881,Hubei,2012,0.18,0
Shennongjia Forestry District,0.02,8,7.95,16.81,21144.65409,Hubei,2012,0.02,0
Xingshan County,0.07,8,17.47,67.41,38586.14768,Hubei,2012,0.07,0
Yuan'an County,0.08,8,19.37,130.1,67165.72019,Hubei,2012,0.08,0
Hefeng County,0.09,11,22.32,34.97,15667.56272,Hubei,2012,0.06,0
Wufeng Tujia Autonomous County,0.06,10,20.5,44.27,21595.12195,Hubei,2012,0.05,0
Luotian County,0.16,15,59.89,85.07,14204.37469,Hubei,2012,0.14,0
Jiangling County,0.11,12,41.52,48.65,11717.2447,Hubei,2012,0.09,0
Lichuan City,0.29,17,91.59,73.35,8008.516214,Hubei,2012,0.24,0
Badong County,0.19,13,49.61,65.51,13204.99899,Hubei,2012,0.14,0
Chongyang County,0.16,14,48.59,77.23,15894.21692,Hubei,2012,0.12,0
Hong'an County,0.2,18,65.99,95.97,14543.11259,Hubei,2012,0.12,0
Yiling District,0.18,13,52.13,335.09,64279.6854,Hubei,2012,0.12,0
Tongcheng County,0.15,15,50.39,85.1,16888.27148,Hubei,2012,0.12,0
Tongshan County,0.14,12,47.71,69.69,14607.00063,Hubei,2012,0.11,0
Jiayu County,0.1,15,36.95,153.38,41510.14885,Hubei,2012,0.08,0
Shayang County,0.12,15,58.86,178.74,30366.97248,Hubei,2012,0.11,0
Xianfeng County,0.15,13,38.77,48.18,12427.13438,Hubei,2012,0.15,0
Xuan'en County,0.12,12,36.07,40.28,11167.17494,Hubei,2012,0.1,0
Laifeng County,0.13,14,32.76,40.89,12481.68498,Hubei,2012,0.12,0
Changyang Tujia Autonomous County,0.13,15,40.64,88.26,21717.51969,Hubei,2012,0.13,0
Jianshi County,0.25,13,51.28,55.92,10904.83619,Hubei,2012,0.2,0
Dangyang City,0.14,13,48.58,302.23,62212.84479,Hubei,2012,0.12,0
Daye City,0.24,18,95.11,410.24,43133.21417,Hubei,2012,0.2,0
Tuanfeng County,0.11,14,37.83,56.54,14945.8102,Hubei,2012,0.09,0
Baokang County,0.11,16,27.86,70.08,25154.34314,Hubei,2012,0.1,0
Jingshan County,0.24,18,64.9,240.12,36998.45917,Hubei,2012,0.13,0
Zhijiang City,0.2,19,49.29,292.77,59397.4437,Hubei,2012,0.14,0
Yangxin County,0.27,20,102.67,150.97,14704.39271,Hubei,2012,0.18,0
Qichun County,0.25,56,103.19,143.11,13868.59192,Hubei,2012,0.19,0
Guangshui City,0.24,26,94.77,189.22,19966.23404,Hubei,2012,0.18,0
Qianjiang City,0.33,24,103.19,441.76,42810.34984,Hubei,2012,0.31,0
Yicheng City,0.14,23,56.97,201.94,35446.72635,Hubei,2012,0.14,0
Anlu City,0.14,19,62.53,125.33,20043.17927,Hubei,2012,0.13,0
Yidu City,0.16,21,39.67,344.74,86901.94101,Hubei,2012,0.16,0
Zigui County,0.1,22,38.13,78.77,20658.27432,Hubei,2012,0.1,0
Chibi City,0.17,17,52.6,244.5,46482.88973,Hubei,2012,0.12,0
Yunxi County,0.18,32,51.58,46,8918.185343,Hubei,2012,0.14,0
Jianli County,0.22,25,156.27,175.37,11222.24355,Hubei,2012,0.2,0
Nanzhang County,0.2,18,58.66,151.11,25760.31367,Hubei,2012,0.15,0
Zhongxiang City,0.3,26,107.83,297.49,27588.79718,Hubei,2012,0.27,0
Laohekou City,0.2,16,53.31,208.19,39052.71056,Hubei,2012,0.14,0
Dawu County,0.14,29,64.01,92.02,14375.87877,Hubei,2012,0.1,0
Wuxue City,0.2,72,80.14,181.04,22590.46668,Hubei,2012,0.14,0
Macheng City,0.33,23,116.96,185.58,15866.96306,Hubei,2012,0.17,0
Fang County,0.17,45,48.55,52.75,10865.08754,Hubei,2012,0.16,0
Zhushan County,0.18,101,47.26,58.13,12300.04232,Hubei,2012,0.18,0
Yunmeng County,0.22,17,57.69,151.9,26330.38655,Hubei,2012,0.22,0
Yingcheng City,0.19,25,67.48,174.87,25914.34499,Hubei,2012,0.16,0
Hanchuan City,0.22,37,112.29,288.81,25720.01069,Hubei,2012,0.19,0
Yingshan County,0.11,63,40.1,63.57,15852.86783,Hubei,2012,0.09,0
Danjiangkou City,0.25,45,45.96,130.02,28289.81723,Hubei,2012,0.21,0
Xiangyang District,0.3,61,102.65,394.6,38441.30541,Hubei,2012,0.32,0
Shishou City,0.15,26,67.21,108.9,16202.94599,Hubei,2012,0.14,0
Xiaochang County,0.11,24,67.24,82.55,12276.9185,Hubei,2012,0.08,0
Yun County,0.06,23,62.38,63.51,10181.1478,Hubei,2012,0.06,0
Xishui County,0.29,80,102.62,145.08,14137.59501,Hubei,2012,0.21,0
Honghu City,0.19,36,94.14,144.19,15316.54982,Hubei,2012,0.18,0
Enshi City,0.44,23,80.86,123.1,15223.84368,Hubei,2012,0.45,0
Songzi City,0.19,21,85.28,153.31,17977.25141,Hubei,2012,0.15,0
Zaoyang City,0.3,41,112.1,375.92,33534.34434,Hubei,2012,0.3,0
Zhuxi County,0.12,59,37.48,48.76,13009.60512,Hubei,2012,0.1,0
Huangmei County,0.33,53,105.84,132.72,12539.68254,Hubei,2012,0.23,0
Gong'an County,0.25,18,105.9,157.62,14883.85269,Hubei,2012,0.22,0
Xiantao City,0.32,29,155.37,444.2,28589.81785,Hubei,2012,0.3,0
Tianmen City,0.44,42,167.42,321.22,19186.47712,Hubei,2012,0.42,0
Shaoyang County,0.23,1,103.86,90.31,8695.359137,Hunan,2012,0.15,0
Lengshuijiang City,0.14,8,36.49,212.43,58215.94958,Hunan,2012,0.14,0
Leiyang City,0.25,12,137.05,302.13,22045.23896,Hunan,2012,0.24,0
Anxiang County,0.19,17,59.02,124.82,21148.76313,Hunan,2012,0.13,0
Hengyang County,0.26,27,122.08,214.95,17607.30668,Hunan,2012,0.22,0
Longhui County,0.27,16,122.7,105.11,8566.422168,Hunan,2012,0.25,0
Shaoshan City,0.05,9,12,49.57,41308.33333,Hunan,2012,0.04,0
Jingzhou Miao and Dong Autonomous County,0.11,9,26.99,50.08,18555.02038,Hunan,2012,0.08,0
Sangzhi County,0.2,13,46.71,56.15,12020.98052,Hunan,2012,0.2,0
Yizhang County,0.23,9,61.63,104.55,16964.14084,Hunan,2012,0.2,0
Chengbu Miao Autonomous County,0.06,12,27.59,25.7,9314.969192,Hunan,2012,0.06,0
Huitong County,0.12,13,36.01,45.88,12740.9053,Hunan,2012,0.11,0
Lanshan County,0.11,12,39.71,66.27,16688.49156,Hunan,2012,0.08,0
Suining County,0.08,12,37.48,56.58,15096.05123,Hunan,2012,0.07,0
Zhijiang Dong Autonomous County,0.09,12,37.94,69.92,18429.09858,Hunan,2012,0.09,0
Xinhuang Dong Autonomous County,0.14,12,27.11,37.82,13950.57174,Hunan,2012,0.1,0
Tongdao Dong Autonomous County,0.09,11,23.76,26.53,11165.82492,Hunan,2012,0.06,0
Jiangyong County,0.07,13,27.15,40.12,14777.1639,Hunan,2012,0.07,0
Xinshao County,0.23,13,81.11,85.91,10591.78893,Hunan,2012,0.14,0
Xintian County,0.13,11,42.5,47.76,11237.64706,Hunan,2012,0.11,0
Guzhang County,0.04,14,14.35,14.9,10383.27526,Hunan,2012,0.04,0
Mayang Miao Autonomous County,0.1,17,40.53,47.39,11692.5734,Hunan,2012,0.1,0
Fenghuang County,0.12,19,42.16,46.81,11102.94118,Hunan,2012,0.11,0
Zhongfang County,0.07,11,28.36,73.32,25853.31453,Hunan,2012,0.06,0
Baojing County,0.09,18,30.88,40.88,13238.34197,Hunan,2012,0.08,0
Yuanling County,0.25,24,66.25,141.56,21367.54717,Hunan,2012,0.25,0
Jiahe County,0.07,10,40.27,96.08,23858.95207,Hunan,2012,0.07,0
Jianghua Yao Autonomous County,0.17,14,50.86,65.56,12890.28706,Hunan,2012,0.13,0
Shuangfeng County,0.19,16,94.84,152.25,16053.35302,Hunan,2012,0.18,0
Zhuzhou County,0.1,14,34.65,79.62,22978.35498,Hunan,2012,0.1,0
Dong'an County,0.13,17,63.07,114.95,18225.78088,Hunan,2012,0.13,0
Shuangpai County,0.04,12,18.08,37.28,20619.46903,Hunan,2012,0.04,0
Wugang City,0.23,18,82.91,90.47,10911.83211,Hunan,2012,0.2,0
Jishou City,0.38,16,30.57,96.32,31508.01439,Hunan,2012,0.37,0
Yanling County,0.05,14,18.94,42.51,22444.56177,Hunan,2012,0.05,0
Rucheng County,0.11,19,39.21,37.56,9579.188982,Hunan,2012,0.1,0
Xinning County,0.16,16,62.51,60.65,9702.447608,Hunan,2012,0.13,0
Linli County,0.14,18,45.55,103.55,22733.26015,Hunan,2012,0.11,0
Chenxi County,0.22,20,52.68,77.55,14720.95672,Hunan,2012,0.24,0
Huayuan County,0.12,18,30.46,59.06,19389.3631,Hunan,2012,0.12,0
Luxi County,0.07,18,30.92,48.78,15776.19664,Hunan,2012,0.1,0
Xupu County,0.21,19,88.64,103.14,11635.83032,Hunan,2012,0.18,0
Guidong County,0.06,17,20.81,19.56,9399.327247,Hunan,2012,0.06,0
Shaodong County,0.31,21,130.64,228.98,17527.55664,Hunan,2012,0.23,0
Qiyang County,0.28,32,105.73,177.05,16745.48378,Hunan,2012,0.21,0
Anren County,0.1,23,44.77,49.41,11036.40831,Hunan,2012,0.1,0
Lianyuan City,0.23,22,114.88,183.4,15964.48468,Hunan,2012,0.25,0
Dongkou County,0.16,42,87.06,102.86,11814.84034,Hunan,2012,0.14,0
Hengshan County,0.1,20,43.84,97.19,22169.25182,Hunan,2012,0.1,0
Hongjiang City,0.12,34,50.51,73.56,14563.45278,Hunan,2012,0.11,0
Ningyuan County,0.18,25,85.11,89.84,10555.75138,Hunan,2012,0.18,0
Zixing City,0.12,21,37.42,222.61,59489.57777,Hunan,2012,0.14,0
Xinhua County,0.15,28,141.96,149.4,10524.09129,Hunan,2012,0.14,0
Linxiang City,0.13,24,51.99,159.68,30713.59877,Hunan,2012,0.13,0
Hengdong County,0.19,26,73.9,174.09,23557.51015,Hunan,2012,0.13,0
Changning City,0.36,22,91.39,198.86,21759.49229,Hunan,2012,0.37,0
You County,0.2,22,79.47,251.53,31650.93746,Hunan,2012,0.2,0
Dao County,0.16,33,82.6,110.34,13358.35351,Hunan,2012,0.13,0
Yongshun County,0.18,32,53.38,41.42,7759.460472,Hunan,2012,0.18,0
Xiangxiang City,0.25,19,91.83,231.75,25236.8507,Hunan,2012,0.25,0
Cili County,0.22,32,70.24,113.78,16198.74715,Hunan,2012,0.17,0
Yueyang County,0.16,24,71.69,189.74,26466.73176,Hunan,2012,0.13,0
Linwu County,0.1,21,35.95,81.91,22784.42281,Hunan,2012,0.09,0
Jinshi City,0.08,22,25.83,87.07,33708.86566,Hunan,2012,0.02,0
Hanshou County,0.26,61,85.95,157.88,18368.81908,Hunan,2012,0.17,0
Miluo City,0.1,28,74.95,295.48,39423.61574,Hunan,2012,0.1,0
Shimen County,0.25,31,67.21,162.93,24241.92828,Hunan,2012,0.25,0
Qidong County,0.21,22,103.01,177.18,17200.27182,Hunan,2012,0.18,0
Changsha County,0.33,20,81.34,880.09,108198.9181,Hunan,2012,0.32,0
Hengnan County,0.22,27,105.24,210.19,19972.44394,Hunan,2012,0.21,0
Huarong County,0.15,27,71.35,216.54,30348.98388,Hunan,2012,0.13,0
Guiyang County,0.22,40,89.8,230.23,25638.08463,Hunan,2012,0.22,0
Yongxing County,0.2,34,68.41,213.82,31255.66438,Hunan,2012,0.16,0
Chaling County,0.14,21,62.15,115.85,18640.38616,Hunan,2012,0.13,0
Yuanjiang City,0.19,33,73.81,176.03,23849.07194,Hunan,2012,0.2,0
Pingjiang County,0.22,42,109.28,164.44,15047.58419,Hunan,2012,0.18,0
Ningxiang County,0.44,33,137.75,732.5,53176.04356,Hunan,2012,0.34,0
Xiangyin County,0.16,26,74.05,232.65,31417.96084,Hunan,2012,0.11,0
Longshan County,0.15,34,58.93,49.34,8372.645512,Hunan,2012,0.12,0
Xiangtan County,0.2,48,98.94,227.28,22971.49788,Hunan,2012,0.18,0
Taojiang County,0.25,89,87.93,151.62,17243.26169,Hunan,2012,0.22,0
Li County,0.2,36,93.16,203.22,21814.0833,Hunan,2012,0.12,0
Anhua County,0.27,32,101.35,132.25,13048.84065,Hunan,2012,0.29,0
Liling City,0.28,32,105.54,395.53,37476.78605,Hunan,2012,0.27,0
Nan County,0.19,54,80.17,155.68,19418.73519,Hunan,2012,0.16,0
Taoyuan County,0.21,50,98.01,196.03,20001.0203,Hunan,2012,0.23,0
Liuyang City,0.62,48,143.62,811.13,56477.5101,Hunan,2012,0.56,0
Tumen City,0.05,3,12.33,39.13,31735.60422,Jilin,2012,0.05,0
Linjiang City,0.1,14,16.74,83.54,49904.42055,Jilin,2012,0.09,0
Changbai Korean Autonomous County,0.03,8,8.51,34.32,40329.02468,Jilin,2012,0.03,0
Jingyu County,0.05,10,14.7,56.34,38326.53061,Jilin,2012,0.06,0
Jiaohe City,0.14,26,44.79,196.4,43849.07345,Jilin,2012,0.13,0
Antu County,0.09,12,20.87,58.52,28040.24916,Jilin,2012,0.08,0
Huichun City,0.05,15,22.11,125.07,56567.16418,Jilin,2012,0.05,0
Longjing City,0.05,19,17.25,37.63,21814.49275,Jilin,2012,0.04,0
Wangqing County,0.1,5,23.46,58.13,24778.34612,Jilin,2012,0.07,0
Helong City,0.08,12,18.46,54.59,29572.04767,Jilin,2012,0.06,0
Changling County,0.12,23,63.87,245.51,38439.01675,Jilin,2012,0.12,0
Tongyu County,0.11,17,36.63,102.04,27856.94786,Jilin,2012,0.09,0
Ji'an City,0.08,14,21.85,83.04,38004.57666,Jilin,2012,0.08,0
Qian'an County,0.12,13,30.86,185.47,60100.45366,Jilin,2012,0.11,0
Fusong County,0.2,14,28.72,151.24,52660.16713,Jilin,2012,0.12,0
Front Guoerluosi Mongolia County,0.24,23,59.36,476.26,80232.47978,Jilin,2012,0.25,0
Dunhua City,0.22,11,46.36,156.87,33837.35979,Jilin,2012,0.19,0
Tonghua County,0.15,17,24.31,115.72,47601.80995,Jilin,2012,0.15,0
Taonan City,0.19,20,43.44,110.55,25448.89503,Jilin,2012,0.19,0
Daan City,0.15,19,40.9,121.41,29684.59658,Jilin,2012,0.15,0
Yitong Manchu Autonomous County,0.15,20,47.22,142.61,30201.18594,Jilin,2012,0.11,0
Shulan City,0.2,19,65.58,185.54,28292.16224,Jilin,2012,0.21,0
Shuangliao City,0.13,16,41.37,180.79,43700.74934,Jilin,2012,0.07,0
Zhenlai County,0.08,11,28.51,112.55,39477.37636,Jilin,2012,0.06,0
Fuyu County,0.1,19,76.48,336.14,43951.35983,Jilin,2012,0.1,0
Liuhe County,0.15,25,37.26,86.69,23266.23725,Jilin,2012,0.15,0
Dongliao County,0.1,13,34.77,120.5,34656.31291,Jilin,2012,0.14,0
Lishu County,0.15,23,79.23,325.5,41082.92314,Jilin,2012,0.18,0
Dongfeng County,0.22,25,39.9,136.92,34315.78947,Jilin,2012,0.22,0
Yongji County,0.1,12,39.42,121.71,30875.19026,Jilin,2012,0.12,0
Huinan County,0.14,32,35.25,80.55,22851.06383,Jilin,2012,0.15,0
Huadian City,0.26,28,45.05,271.56,60279.68923,Jilin,2012,0.26,0
Panshi City,0.19,17,53.63,285.11,53162.4091,Jilin,2012,0.18,0
Meihekou City,0.21,43,61.74,247.78,40132.81503,Jilin,2012,0.21,0
Dehui City,0.12,18,82.68,343.38,41531.20464,Jilin,2012,0.1,0
Gongzhuling City,0.3,34,108.23,344.42,31822.9696,Jilin,2012,0.33,0
Jiutai City,0.3,18,70.04,332.95,47537.12164,Jilin,2012,0.3,0
Yanji City,0.36,68,52.37,300.91,57458.46859,Jilin,2012,0.34,0
Yushu City,0.18,46,130.77,341.88,26143.61092,Jilin,2012,0.16,0
Nong'an County,0.28,30,110.43,316.92,28698.72317,Jilin,2012,0.27,0
Lingwu City,0.07,1,23.95,251.09,104839.2484,Ningxia,2012,0.07,0
Jingyuan County,0.02,5,12.6,9.56,7587.301587,Ningxia,2012,0.02,0
Yongning County,0.04,1,22.32,94.23,42217.74194,Ningxia,2012,0.03,0
Qingtongxia City,0.1,3,27.68,119.27,43088.87283,Ningxia,2012,0.09,0
Yanchi County,0.06,3,16.92,44.21,26128.84161,Ningxia,2012,0.05,0
Zhongning County,0.09,2,33.6,102.91,30627.97619,Ningxia,2012,0.09,0
Haiyuan County,0.1,2,46.03,29.37,6380.621334,Ningxia,2012,0.08,0
Helan County,0.03,2,20.72,92.7,44739.38224,Ningxia,2012,0.03,0
Xiji County,0.07,7,51.1,35.76,6998.043053,Ningxia,2012,0.08,0
Longde County,0.04,6,18.21,14.59,8012.081274,Ningxia,2012,0.05,0
Pengyang County,0.06,6,26.23,30.71,11707.96798,Ningxia,2012,0.07,0
Pingluo County,0.08,10,30.33,111.75,36844.70821,Ningxia,2012,0.08,0
Tongxin County,0.08,,39.15,36.07,9213.282248,Ningxia,2012,0.07,0
Huinong County,,,,,#DIV/0!,Ningxia,2012,,0
Shapotou District,,,,,#DIV/0!,Ningxia,2012,,0
Yuanzhou District,,,,,#DIV/0!,Ningxia,2012,,0
Hualong Hui Autonomous County,0.04,2,29.22,37.48,12826.83094,Qinghai,2012,0.04,0
Yushu County,0.01,1,10.63,15,14111.00659,Qinghai,2012,0.01,0
Geermu City,0.1,2,12.97,290,223592.9067,Qinghai,2012,0.07,0
Haiyan County,0.03,1,3.6,36.05,100138.8889,Qinghai,2012,0.05,0
Guinan County,0.04,2,7.87,11.98,15222.36341,Qinghai,2012,0.02,0
Wulan County,0.02,1,10.32,33.59,32548.44961,Qinghai,2012,0.02,0
Zeku County,0.01,1,7.2,9.93,13791.66667,Qinghai,2012,0.01,0
Gangcha County,0.02,1,4.52,18.11,40066.37168,Qinghai,2012,0.01,0
He'nan Mongolia Autonomous County,0.02,1,3.81,9.42,24724.40945,Qinghai,2012,0.01,0
Menyuan Hui Autonomous County,0.02,1,15.81,26.29,16628.716,Qinghai,2012,0.03,0
Dulan County,0.03,2,7.32,20.34,27786.88525,Qinghai,2012,0.02,0
Qilian County,0.02,4,5.06,15.51,30652.17391,Qinghai,2012,0.02,0
Guide County,0.07,1,10.78,29.06,26957.32839,Qinghai,2012,0.03,0
Delingha City,0.04,1,7.51,47.34,63035.95206,Qinghai,2012,0.03,0
Tianjun County,0.01,1,2.19,73.44,335342.4658,Qinghai,2012,0.01,0
Ping'an County,0.04,2,12.56,41.18,32786.6242,Qinghai,2012,0.03,0
Nangqian County,0.02,7,9.97,5.87,5887.662989,Qinghai,2012,0.02,0
Chengduo County,0.02,4,6.08,9.12,15000,Qinghai,2012,0.02,0
Maqin County,0.01,4,4.82,20.07,41639.00415,Qinghai,2012,0.01,0
Tongren County,0.01,1,9.39,17.96,19126.73056,Qinghai,2012,0.01,0
Xunhua Sala Autonomous County,0.03,4,15.07,16.89,11207.69741,Qinghai,2012,0.02,0
Qumalai County,0.01,3,3.12,4.58,14679.48718,Qinghai,2012,0.01,0
Dari County,0.01,3,3.75,2.15,5733.333333,Qinghai,2012,0.01,0
Banma County,0.01,8,2.83,2.41,8515.90106,Qinghai,2012,0.01,0
Xinghai County,0.02,3,7.68,18.63,24257.8125,Qinghai,2012,0.01,0
Zhiduo County,0.01,2,3.58,4.92,13743.01676,Qinghai,2012,0.01,0
Gonghe County,0.09,3,13.46,35.14,26106.98366,Qinghai,2012,0.08,0
Gande County,0.01,10,3.5,1.94,5542.857143,Qinghai,2012,0.01,0
Datong Hui and Tu Autonomous County,0.15,3,45.64,101.9,22326.90622,Qinghai,2012,0.13,0
Jiuzhi County,0.01,5,2.54,2.38,9370.07874,Qinghai,2012,0.01,0
Ledu County,0.15,4,28.85,55.01,19067.59099,Qinghai,2012,0.05,0
Huzhu Tu Autonomous County,0.08,2,39.18,69.04,17621.23532,Qinghai,2012,0.06,0
Zaduo County,0.01,11,5.8,7.68,13241.37931,Qinghai,2012,0.01,0
Jianzha County,0.03,3,5.88,20.79,35357.14286,Qinghai,2012,0.03,0
Huangyuan County,0.05,13,13.49,19.71,14610.82283,Qinghai,2012,0.05,0
Huangzhong County,0.08,8,47.57,138.24,29060.33214,Qinghai,2012,0.07,0
Minhe Hui and Tu Autonomous County,0.11,,42.88,52.23,12180.50373,Qinghai,2012,0.09,0
Tongde County,0.02,,5.92,9.54,16114.86486,Qinghai,2012,0.02,0
Xixiang County,0.14,1,41.64,54.96,13198.84726,Shaanxi,2012,0.11,0
Wubao County,0.04,1,8.69,13.77,15845.79977,Shaanxi,2012,0.04,0
Zichang County,0.07,1,27.55,74.56,27063.52087,Shaanxi,2012,0.06,0
Xingping City,0.15,1,61.13,145.2,23752.65827,Shaanxi,2012,0.15,0
Ansai County,0.05,3,19.13,105.75,55279.66545,Shaanxi,2012,0.05,0
Yanchang County,0.03,2,15.84,34.09,21521.46465,Shaanxi,2012,0.03,0
Tongguan County,0.05,2,16.53,32.8,19842.71022,Shaanxi,2012,0.04,0
Liuba County,0.02,3,4.36,8.78,20137.61468,Shaanxi,2012,0.02,0
Wuqi County,0.03,2,13.87,201.07,144967.5559,Shaanxi,2012,0.03,0
Qian County,0.14,3,59.95,108.09,18030.02502,Shaanxi,2012,0.1,0
Shiquan County,0.05,1,18.14,41.85,23070.56229,Shaanxi,2012,0.05,0
Huayin City,0.11,1,26.83,67.63,25206.85799,Shaanxi,2012,0.11,0
Zhidan County,0.05,2,15.85,175.98,111028.3912,Shaanxi,2012,0.05,0
Liquan County,0.11,5,49.87,108.62,21780.62964,Shaanxi,2012,0.09,0
Yichuan County,0.03,1,12.23,18.58,15192.15045,Shaanxi,2012,0.03,0
Wugong County,0.15,2,45.83,74.14,16177.17652,Shaanxi,2012,0.12,0
Chengcheng County,0.13,2,40.45,77.07,19053.15204,Shaanxi,2012,0.11,0
Hua County,0.14,1,35.08,110.69,31553.59179,Shaanxi,2012,0.11,0
Taibai County,0.04,1,5.07,13.79,27199.21105,Shaanxi,2012,0.03,0
Hengshan County,0.09,2,37.08,104.22,28106.79612,Shaanxi,2012,0.09,0
Zhenba County,0.08,2,29.08,40.5,13927.09766,Shaanxi,2012,0.03,0
Pucheng County,0.17,5,79.15,130.01,16425.77385,Shaanxi,2012,0.17,0
Yanchuan County,0.03,10,19.67,82.38,41881.03711,Shaanxi,2012,0.04,0
Yijun County,0.03,1,9.39,21.21,22587.85942,Shaanxi,2012,0.03,0
Sanyuan County,0.13,2,42.36,120.48,28441.92635,Shaanxi,2012,0.11,0
Mizhi County,0.06,7,22.43,40.12,17886.75881,Shaanxi,2012,0.06,0
Linyou County,0.06,4,8.84,41.15,46549.77376,Shaanxi,2012,0.05,0
Baishui County,0.05,3,29.81,55.5,18617.91345,Shaanxi,2012,0.06,0
Ganquan County,0.02,1,8.92,20.5,22982.06278,Shaanxi,2012,0.02,0
Hancheng City,0.16,2,40.47,233.22,57627.8725,Shaanxi,2012,0.14,0
Jingbian County,0.13,8,34.2,317.05,92704.67836,Shaanxi,2012,0.13,0
Zhashui County,0.05,15,15.86,51.09,32213.11475,Shaanxi,2012,0.04,0
Jia County,0.04,4,26.88,31.86,11852.67857,Shaanxi,2012,0.04,0
Hu County,0.19,6,59.94,142.13,23712.04538,Shaanxi,2012,0.19,0
Heyang County,0.11,5,45.73,60.1,13142.35731,Shaanxi,2012,0.09,0
Fu County,0.05,2,15.6,30.12,19307.69231,Shaanxi,2012,0.04,0
Zizhou County,0.06,1,31.87,40.16,12601.19234,Shaanxi,2012,0.05,0
Gaoling County,0.11,1,31.48,228.16,72477.76366,Shaanxi,2012,0.09,0
Luochuan County,0.06,1,22.16,213.04,96137.18412,Shaanxi,2012,0.05,0
Long County,0.11,2,26.68,43.3,16229.38531,Shaanxi,2012,0.06,0
Qianyang County,0.05,5,13.35,25.94,19430.71161,Shaanxi,2012,0.04,0
Lantian County,0.12,5,64.67,95.73,14802.84521,Shaanxi,2012,0.12,0
Changwu County,0.06,3,18.55,44.62,24053.90836,Shaanxi,2012,0.05,0
Huangling County,0.07,1,12.94,103.4,79907.2643,Shaanxi,2012,0.07,0
Dingbian County,0.12,3,33.67,291.01,86430.05643,Shaanxi,2012,0.1,0
Foping County,0.02,6,3.34,4.83,14461.07784,Shaanxi,2012,0.01,0
Qingjian County,0.06,3,22.03,30.68,13926.46391,Shaanxi,2012,0.06,0
Fengxiang County,0.13,17,52.39,143.01,27297.19412,Shaanxi,2012,0.12,0
